state_two_letter_code,jurisdiction_name,jurisdiction_type,string_date_MDY,year_of_vote,month_of_vote,did_vote_pass,share_votes_yes,share_votes_no,vote_share_needed_to_pass,vote_margin,total_funds_at_stake,total_funds_approved,total_funds_appr_r2020,conservation_funds_at_stake,conservation_funds_approved,conservation_funds_appr_r2020,finance_mechanism,purpose,description,other_comment,vote_funding_notes,needed_sixty_percent_to_pass,needed_two_thirds_to_pass,gdp_price_deflator,GeoFIPS,region_number,income,Pop,GeoFIPS_0,precipitation_avg,office,candidate,party,candidatevotes,totalvotes,version,fair_market_r_0rooms,fair_market_r_1rooms,fair_market_r_3rooms,fair_market_r_4rooms
MT,Gallatin,County,11/07/00,2000,11,1,59.42781577,40.57218423,50,9.4278154,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"open space, ranch land, farmland",Bond issue to purchase land and conservation easements,,,0,0,68.785789,30031,7,1726190,68375,30031,1.825,US PRESIDENT,RALPH NADER,GREEN,2545,32040,20220315,367,428,738,943
MT,Gallatin,County,11/07/00,2000,11,1,59.42781577,40.57218423,50,9.4278154,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"open space, ranch land, farmland",Bond issue to purchase land and conservation easements,,,0,0,68.785789,30031,7,1726190,68375,30031,1.825,US PRESIDENT,OTHER,OTHER,653,32040,20220315,367,428,738,943
MT,Gallatin,County,11/02/04,2004,11,1,62.69285451,37.30714549,50,12.692855,10000000,10000000,13388934,10000000,10000000,13388934,Bond,Open space,Bond for open space,,Bozeman on ballot in 2012,0,0,74.688545,30031,7,2444610,77124,30031,2.045,US PRESIDENT,JOHN KERRY,DEMOCRAT,16405,39841,20220315,398,466,802,1025
MT,Gallatin,County,11/02/04,2004,11,1,62.69285451,37.30714549,50,12.692855,10000000,10000000,13388934,10000000,10000000,13388934,Bond,Open space,Bond for open space,,Bozeman on ballot in 2012,0,0,74.688545,30031,7,2444610,77124,30031,2.045,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,22392,39841,20220315,398,466,802,1025
MT,Gallatin,County,11/02/04,2004,11,1,62.69285451,37.30714549,50,12.692855,10000000,10000000,13388934,10000000,10000000,13388934,Bond,Open space,Bond for open space,,Bozeman on ballot in 2012,0,0,74.688545,30031,7,2444610,77124,30031,2.045,US PRESIDENT,OTHER,OTHER,1044,39841,20220315,398,466,802,1025
MT,Gallatin,County,06/05/18,2018,6,1,62.48118684,37.51881316,50,12.481187,19370160,19370160,19911758,19370160,19370160,19911758,Property tax,"Open space, recreation, farmland, wildlife habitat, watershed protection","15-year, 4.5 mill property tax levy for open space capital needs  including purchase of conservation easements",,,0,0,97.280006,30031,7,6277200,113975,30031,2.1758333333333333,NA,NA,NA,NA,NA,NA,651,715,1347,1634
MT,Lewis and Clark,County,11/04/08,2008,11,1,50.66846206,49.33153794,50,0.66846204,10000000,10000000,12037703,10000000,10000000,12037703,Bond,"Farmland, open space, wildlife habitat, watershed protection, forest, recreation",Bond for the preservation of open space and farmland,,,0,0,83.072327,30049,7,2438100,61747,30049,2.085,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17114,33433,20220315,438,501,909,938
MT,Lewis and Clark,County,11/04/08,2008,11,1,50.66846206,49.33153794,50,0.66846204,10000000,10000000,12037703,10000000,10000000,12037703,Bond,"Farmland, open space, wildlife habitat, watershed protection, forest, recreation",Bond for the preservation of open space and farmland,,,0,0,83.072327,30049,7,2438100,61747,30049,2.085,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,14966,33433,20220315,438,501,909,938
MT,Lewis and Clark,County,11/04/08,2008,11,1,50.66846206,49.33153794,50,0.66846204,10000000,10000000,12037703,10000000,10000000,12037703,Bond,"Farmland, open space, wildlife habitat, watershed protection, forest, recreation",Bond for the preservation of open space and farmland,,,0,0,83.072327,30049,7,2438100,61747,30049,2.085,US PRESIDENT,OTHER,OTHER,1353,33433,20220315,438,501,909,938
MT,Missoula,County,11/08/94,1994,11,0,39.74259436,60.25740564,50,-10.257405,8000000,0,0,8000000,0,0,Bond,"Open space, parks, recreation, wildlife habitat, watershed protection",Bond to establish an open space acquisition fund,,,0,0,62.013885,30063,7,1664757,88037,30063,2.0941666666666667,NA,NA,NA,NA,NA,NA,305,357,614,781
MT,Missoula,County,11/07/06,2006,11,1,70.52859117,29.47140883,50,20.528591,10000000,10000000,12602407,10000000,10000000,12602407,Bond,Open space,Bond for the preservation of open space,,,0,0,79.349922,30063,7,3374020,104372,30063,2.660833333333333,NA,NA,NA,NA,NA,NA,444,511,836,1000
MT,Missoula,County,11/06/18,2018,11,1,62.70476576,37.29523424,50,12.704765,15000000,15000000,15419407,15000000,15000000,15419407,Bond,"Open space, recreation, farmland, wildlife habitat, watershed protection",Bond for open space preservation,,,0,0,97.280006,30063,7,5810701,116307,30063,2.8091666666666666,NA,NA,NA,NA,NA,NA,662,735,1346,1629
MT,Ravalli,County,11/07/06,2006,11,1,57.92262549,42.07737451,50,7.9226255,10000000,10000000,12602407,10000000,10000000,12602407,Bond,"Open space, farmland",Bond to purchase farmland and open space,,,0,0,79.349922,30081,7,1134603,39555,30081,2.3891666666666667,NA,NA,NA,NA,NA,NA,422,460,773,915
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,9750,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1304,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,15716,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,17,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,GREEN,31,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,GREEN,13,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,GREEN,46,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,GREEN,0,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,83,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,69,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,214,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,JO JORGENSEN,LIBERTARIAN,0,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,OTHER,61,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,OTHER,32,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,OTHER,77,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,OTHER,OTHER,0,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2392,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3457,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15292,48599,20220315,919,934,1461,1645
NC,Chatham,County,03/03/20,2020,3,1,51.39080262,48.60919738,50,1.3908026,32000000,32000000,32000000,10000000,10000000,10000000,Sales tax,"Parks, recreation, farmland",".25 percent sales tax increase for farmland, parks, and other county needs",,,0,0,100,37037,5,5387990,76670,37037,4.941666666666666,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,45,48599,20220315,919,934,1461,1645
NC,Forsyth,County,11/07/89,1989,11,0,49.83333785,50.16666215,50,-0.16666216,3200000,0,0,500000,0,0,Bond,Parks,"Bond for for the purpose of providing funds, with any other available funds, for enlarging and improving Tanglewood Park",,,0,0,54.069534,37067,5,5622188,264921,37067,4.553333333333334,NA,NA,NA,NA,NA,NA,269,328,483,542
NC,Forsyth,County,11/07/89,1989,11,1,53.58805587,46.41194413,50,3.5880558,1500000,1500000,2774205.5,750000,750000,1387102.8,Bond,"Recreation, parks",Bond for parks and recreation,,,0,0,54.069534,37067,5,5622188,264921,37067,4.553333333333334,NA,NA,NA,NA,NA,NA,269,328,483,542
NC,Guilford,County,11/08/88,1988,11,1,70.53473659,29.46526341,50,20.534737,12000000,12000000,23065214,12000000,12000000,23065214,Bond,"Open space, parks, greenways",bond for acquisition and development of regional parks,,,0,0,52.026398,37081,5,6410303,340908,37081,3.015833333333333,NA,NA,NA,NA,NA,NA,266,324,476,534
NC,Guilford,County,05/02/00,2000,5,1,62.17135195,37.82864805,50,12.171352,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"Parks, recreation","Bond issue for parks acquisition and development, and recreation",,,0,0,68.785789,37081,5,13092641,422324,37081,3.095833333333333,US PRESIDENT,AL GORE,DEMOCRAT,80787,166264,20220315,407,464,762,775
NC,Guilford,County,05/02/00,2000,5,1,62.17135195,37.82864805,50,12.171352,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"Parks, recreation","Bond issue for parks acquisition and development, and recreation",,,0,0,68.785789,37081,5,13092641,422324,37081,3.095833333333333,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,84394,166264,20220315,407,464,762,775
NC,Guilford,County,05/02/00,2000,5,1,62.17135195,37.82864805,50,12.171352,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"Parks, recreation","Bond issue for parks acquisition and development, and recreation",,,0,0,68.785789,37081,5,13092641,422324,37081,3.095833333333333,US PRESIDENT,RALPH NADER,GREEN,0,166264,20220315,407,464,762,775
NC,Guilford,County,05/02/00,2000,5,1,62.17135195,37.82864805,50,12.171352,10000000,10000000,14537886,10000000,10000000,14537886,Bond,"Parks, recreation","Bond issue for parks acquisition and development, and recreation",,,0,0,68.785789,37081,5,13092641,422324,37081,3.095833333333333,US PRESIDENT,OTHER,OTHER,1083,166264,20220315,407,464,762,775
NC,Guilford,County,11/02/04,2004,11,1,55.05493068,44.94506932,50,5.0549307,20000000,20000000,26777868,10000000,10000000,13388934,Bond,"Open space, recreation, watershed protection, parks, and greenways","Bond for parks, greenways, watershed protection, and open space",,,0,0,74.688545,37081,5,14540590,440597,37081,3.5416666666666665,US PRESIDENT,JOHN KERRY,DEMOCRAT,100042,199314,20220315,438,500,821,834
NC,Guilford,County,11/02/04,2004,11,1,55.05493068,44.94506932,50,5.0549307,20000000,20000000,26777868,10000000,10000000,13388934,Bond,"Open space, recreation, watershed protection, parks, and greenways","Bond for parks, greenways, watershed protection, and open space",,,0,0,74.688545,37081,5,14540590,440597,37081,3.5416666666666665,US PRESIDENT,GEORGE W. BUSH,REPUBLICAN,98254,199314,20220315,438,500,821,834
NC,Guilford,County,11/02/04,2004,11,1,55.05493068,44.94506932,50,5.0549307,20000000,20000000,26777868,10000000,10000000,13388934,Bond,"Open space, recreation, watershed protection, parks, and greenways","Bond for parks, greenways, watershed protection, and open space",,,0,0,74.688545,37081,5,14540590,440597,37081,3.5416666666666665,US PRESIDENT,OTHER,OTHER,1018,199314,20220315,438,500,821,834
NC,Guilford,County,05/06/08,2008,5,0,47.75596472,52.24403528,50,-2.2440352,20200000,0,0,4000000,0,0,Bond,"Parks, recreation, greenways",Bond for park development and greenways,,,0,0,83.072327,37081,5,18058326,477809,37081,3.638333333333333,US PRESIDENT,BARACK OBAMA,DEMOCRAT,142101,241771,20220315,565,645,911,974
NC,Guilford,County,05/06/08,2008,5,0,47.75596472,52.24403528,50,-2.2440352,20200000,0,0,4000000,0,0,Bond,"Parks, recreation, greenways",Bond for park development and greenways,,,0,0,83.072327,37081,5,18058326,477809,37081,3.638333333333333,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,97718,241771,20220315,565,645,911,974
NC,Guilford,County,05/06/08,2008,5,0,47.75596472,52.24403528,50,-2.2440352,20200000,0,0,4000000,0,0,Bond,"Parks, recreation, greenways",Bond for park development and greenways,,,0,0,83.072327,37081,5,18058326,477809,37081,3.638333333333333,US PRESIDENT,OTHER,OTHER,1952,241771,20220315,565,645,911,974
NC,Mecklenburg,County,11/07/89,1989,11,1,62.92660376,37.07339624,50,12.926603,15820000,15820000,29258620,6000000,6000000,11096822,Bond,"Parks, greenways",Bonds for parks,,,0,0,54.069534,37119,5,10792199,499677,37119,4.435,NA,NA,NA,NA,NA,NA,288,347,508,568
NC,Mecklenburg,County,11/05/91,1991,11,1,60.70403884,39.29596116,50,10.704039,10245000,10245000,17666320,5000000,5000000,8621922,Bond,"Recreation, parks, greenways",Bonds for parks,,,0,0,57.991707,37119,5,12163647,530897,37119,3.7258333333333336,NA,NA,NA,NA,NA,NA,301,363,533,596
NC,Mecklenburg,County,11/07/95,1995,11,1,65.82080464,34.17919536,50,15.820805,41300000,41300000,65228760,20650000,20650000,32614380,Bond,"Recreation, parks, greenways","Bond issue for acquisition, improvement and maintenance of park and recreational facilities",,,0,0,63.315628,37119,5,17247330,596036,37119,4.361666666666666,NA,NA,NA,NA,NA,NA,390,440,653,781
NC,Mecklenburg,County,11/02/99,1999,11,1,60.62504316,39.37495684,50,10.625043,220000000,220000000,326985856,106000000,106000000,157547728,Bond,Open space,"Land Purchase Bonds, Bond for open space, schools, other county purposes",,,0,0,67.281197,37119,5,24379995,682071,37119,2.9983333333333335,NA,NA,NA,NA,NA,NA,434,489,726,870
NC,Mecklenburg,County,11/02/99,1999,11,1,69.44832059,30.55167941,50,19.44832,52000000,52000000,77287568,16000000,16000000,23780790,Bond,"Parks, recreation","Parks and Recreation Facilities Bond, Bond for parks, recreation",,,0,0,67.281197,37119,5,24379995,682071,37119,2.9983333333333335,NA,NA,NA,NA,NA,NA,434,489,726,870
NC,Mecklenburg,County,11/02/04,2004,11,1,62.97112781,37.02887219,50,12.971128,69000000,69000000,92383648,44000000,44000000,58911308,Bond,"Parks, recreation",Bond to improve parks and provide recreational facilities,,,0,0,74.688545,37119,5,31036310,772949,37119,3.5541666666666667,US PRESIDENT,JOHN KERRY,DEMOCRAT,166828,323102,20220315,549,619,920,1101
